budget_x,country,date_x,genre,names,orig_lang,orig_title,Sum of Profit/Loss,revenue,score,status
105800000,AU,05/20/2022,"Comedy, Romance",The Valet, English,The Valet,561237174.8,667037174.8,77, Released
105800000,AU,07/24/2020,"Comedy, Romance",The Kissing Booth 2, English,The Kissing Booth 2,561237174.8,667037174.8,77, Released
105800000,AU,08/17/2018,"Comedy, Romance",To All the Boys I've Loved Before, English,To All the Boys I've Loved Before,561237174.8,667037174.8,77, Released
105800000,AU,08-10-2021,"Science Fiction, Action, Thriller",Infinite, English,Infinite,576559112.6,682359112.6,66, Released
105800000,JP,02/20/1996,"Science Fiction, Horror",Splatter: Naked Blood, Japanese, 女虐 悪魔の悦び,110313745,216113745,59, Released
105800000,MX,03-09-2023,"Comedy, Romance","Tango, Tequila and Some Lies"," Spanish, Castilian"," Tangos, tequilas, y algunas mentiras",561237174.8,667037174.8,77, Released
105800000,MX,05/13/2016,"Comedy, Romance",Don't Blame the Kid," Spanish, Castilian", ¿Qué culpa tiene el niño?,561237174.8,667037174.8,77, Released
105800000,US,01/23/2007,"Action, Adventure, Animation, Fantasy, Science Fiction",The Invincible Iron Man, English,The Invincible Iron Man,256440728.2,362240728.2,61, Released
105800000,US,04/29/2022,"Comedy, Romance",Crush, English,Crush,561237174.8,667037174.8,77, Released
105800000,US,07/28/2017,"Family, Fantasy, Animation, Comedy",Hotel Transylvania: Puppy!, English,Hotel Transylvania: Puppy!,222487026.39999998,328287026.4,65, Released
105800000,US,12-05-1940,"Comedy, Romance",The Philadelphia Story, English,The Philadelphia Story,561237174.8,667037174.8,77, Released
10586861.8,AU,12/13/2020,"Thriller, Crime, Drama",Promising Young Woman, English,Promising Young Woman,3282103.1999999993,13868965,75, Released
10600000,GB,09/19/2013,"Science Fiction, Thriller, Horror",The Last Days on Mars, English,The Last Days on Mars,-10338636,261364,54, Released
106000000,AT,03/23/2007,"Drama, War",The Counterfeiters, German, Die Fälscher,38565535.19999999,144565535.2,73, Released
106000000,AU,11/23/2016,"Action, Drama, War, Romance, Thriller",Allied, English,Allied,13266661,119266661,68, Released
106000000,ES,03-01-2023,"Comedy, Drama, Family",Folie à Famille," Spanish, Castilian",Folie à Famille,136236239,242236239,60, Released
106000000,FR,12-06-1973,"Animation, Science Fiction",Fantastic Planet, French, La Planète sauvage,926469156,1032469156,77, Released
106000000,GB,06-06-2022,"Horror, Thriller, Action, Adventure",Shark Bait, English,Shark Bait,485557010.20000005,591557010.2,59, Released
106000000,GB,12/28/2018,"Science Fiction, Mystery, Drama, Thriller, TV Movie",Black Mirror: Bandersnatch, English,Black Mirror: Bandersnatch,536281748.6,642281748.6,68, Released
106000000,JP,11/22/2019,"Animation, Romance, Science Fiction, Comedy",Fragtime, Japanese, フラグタイム,446915715.20000005,552915715.2,61, Released
106000000,KR,05/22/2018,"Crime, Action, Thriller",Believer, Korean, 독전,634963555.6,740963555.6,73, Released
106000000,US,01/14/2017,"Romance, TV Movie",A Royal Winter, English,A Royal Winter,465836976.6,571836976.6,72, Released
106000000,US,03-09-2019,"Horror, Thriller, Mystery",Darlin', English,Darlin',29557991.599999994,135557991.6,54, Released
106000000,US,04/19/2009,"Drama, War",The Courageous Heart of Irena Sendler, English,The Courageous Heart of Irena Sendler,38565535.19999999,144565535.2,73, Released
106000000,US,09/28/2018,"Music, TV Movie, Fantasy",Under the Sea: A Descendants Story, English,Under the Sea: A Descendants Story,258944575,364944575,76, Released
106000000,US,10/13/2017,"Thriller, Drama",6 Below: Miracle on the Mountain, English,6 Below: Miracle on the Mountain,136414956.4,242414956.4,58, Released
106050080,IT,08-10-1979,"Crime, Comedy",A Policewoman on the Porno Squad, Italian, La poliziotta della squadra del buon costume,91183349.19999999,197233429.2,53, Released
106160000,TH,07/16/2021,"Science Fiction, Thriller",Deep, Thai, โปรเจกต์ลับ หลับ เป็น ตาย,211731223.8,317891223.8,63, Released
106200000,AU,10/27/2022,"Animation, Fantasy, Adventure",Mia and Me: The Hero of Centopia, English,Mia and Me: The Hero of Centopia,482449044.6,588649044.6,71, Released
106200000,GB,09/20/2012,"Thriller, Action",Tower Block, English,Tower Block,355270455.2,461470455.2,59, Released
106200000,US,09/30/2014,"Thriller, Action",Sniper: Legacy, English,Sniper: Legacy,355270455.2,461470455.2,59, Released
106400000,FR,05/15/1903,"Drama, History",The Life and Passion of Jesus Christ, French, La vie et la passion de Jésus Christ,418359370.4,524759370.4,63, Released
106400000,HK,11/26/1992,"Horror, Fantasy",The Spiritual Love, Cantonese, 聊齋誌異之鬼話狐,178248895.8,284648895.8,55, Released
106400000,JP,09-05-2003,"Animation, Comedy, Drama, Action",Fighting Spirit - Mashiba vs. Kimura, Japanese, Espíritu de lucha OVA: Mashiba vs Kimura,619044809.8,725444809.8,60, Released
106500000,US,08/27/2021,"Action, Science Fiction",Megalodon Rising, English,Megalodon Rising,576790177.6,683290177.6,64, Released
1065504.6,AU,04/20/2010,Animation,Summer Wars, Japanese, サマーウォーズ,17368823.4,18434328,75, Released
106600000,AU,01-01-2022,Thriller,Last Moment of Clarity, English,Last Moment of Clarity,208924815,315524815,54, Released
106600000,AU,09-11-2017,"Animation, Family, Comedy",Barbie as The Princess & the Pauper, English,Barbie as The Princess & the Pauper,264583212.39999998,371183212.4,75, Released
106600000,US,03/28/2023,"Adventure, Family",The Quest for Tom Sawyer's Gold, English,The Quest for Tom Sawyer's Gold,135635692,242235692,52, Released
106631600,JP,07-10-2010,"Family, Animation, Adventure, Fantasy",Pokémon: Zoroark - Master of Illusions, Japanese, 劇場版ポケットモンスター ダイヤモンド&パール 幻影の覇者 ゾロアーク,412652021.8,519283621.8,68, Released
106800000,MX,02/26/2021,"Music, Documentary",Soy Luna: The Last Concert," Spanish, Castilian", Soy Luna: El último concierto,597245288.8,704045288.8,82, Released
106800000,US,12/21/2020,"Music, Documentary","ariana grande: excuse me, i love you", English,"ariana grande: excuse me, i love you",597245288.8,704045288.8,82, Released
106860000,US,05/31/2019,"Animation, Adventure, Family, Comedy",Manou the Swift, English,Manou the Swift,385753567.2,492613567.2,66, Released
10700000,AU,05/21/2015,Horror,Poltergeist, English,Poltergeist,111006019,121706019,52, Released
10700000,AU,08-06-1982,Horror,Poltergeist, English,Poltergeist,111006019,121706019,71, Released
10700000,AU,12-06-1979,"Horror, Science Fiction",Alien, English,Alien,173938105,184638105,81, Released
10700000,US,01-12-2018,"Action, Crime, Thriller",Acts of Violence, English,Acts of Violence,-10313210,386790,57, Released
107000000,AU,09/30/2022,"Action, Adventure, Drama",Ponniyin Selvan: Part I, Tamil, பொன்னியின் செல்வன்: பாகம் 1,59926864.599999994,166926864.6,73, Released
107000000,CA,09/23/2021,"Thriller, Horror",Motherly, English,Motherly,190177664,297177664,58, Released
107000000,CN,12-11-2021,"Animation, Comedy, Music, Family",Rock Dog 2: Rock Around the Park, English,Rock Dog 2: Rock Around the Park,503492122.20000005,610492122.2,67, Released
107000000,JP,12/22/2007,"Action, Adventure, Animation",Bleach the Movie: The DiamondDust Rebellion, Japanese, 劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸,448345100.4,555345100.4,67, Released
107000000,KR,11-12-2015,"Drama, Romance",Buddy's Mom, Korean, 친구엄마,518144639.79999995,625144639.8,46, Released
107000000,TH,09/27/2018,"Thriller, Horror",The Pool, Thai, The Pool นรก 6 เมตร,140575382.6,247575382.6,61, Released
107000000,US,01/27/2020,"Thriller, Horror",Run Sweetheart Run, English,Run Sweetheart Run,140575382.6,247575382.6,61, Released
107000000,US,01/27/2023,"Thriller, Horror",Blood, English,Blood,190177664,297177664,58, Released
107000000,US,03-01-2018,"Thriller, Horror",Downrange, English,Downrange,190177664,297177664,58, Released
107000000,US,04/15/2022,"Thriller, Horror",Titanic 666, English,Titanic 666,140575382.6,247575382.6,61, Released
107000000,US,05/20/2022,"Comedy, Drama, Thriller",Emergency, English,Emergency,221477258.39999998,328477258.4,61, Released
107000000,US,05-11-1990,"Fantasy, Drama",Dreams, Japanese, 夢,513494472.20000005,620494472.2,77, Released
107000000,US,10/16/2014,"Thriller, Horror",The Town that Dreaded Sundown, English,The Town that Dreaded Sundown,190177664,297177664,58, Released
107000000,US,11/24/2022,"Romance, Comedy, Drama",The Noel Diary, English,The Noel Diary,229952152,336952152,64, Released
107000000,US,11-02-2001,"Animation, Comedy, Music, Family, Romance",Shrek in the Swamp Karaoke Dance Party, English,Shrek in the Swamp Karaoke Dance Party,80789413.4,187789413.4,63, Released
107000000,US,12/13/2018,"Drama, Romance",American Kamasutra, English,American Kamasutra,518144639.79999995,625144639.8,46, Released
107200000,DE,10/31/2021,"",Phantastische Harry Potter Momente - Das große SAT.1 Spezial, German,Phantastische Harry Potter Momente - Das große SAT.1 Spezial,249555849,356755849,62, Released
107200000,GB,06-04-2022,Documentary,Jurassic Greatest Moments: Jurassic Park to Jurassic World, English,Jurassic Greatest Moments: Jurassic Park to Jurassic World,340351505.2,447551505.2,62, Released
107200000,JP,11-12-2021,"Animation, Drama, Mystery, Fantasy",Summer Ghost, Japanese,Summer Ghost,525003108.6,632203108.6,72, Released
107200000,KR,02/23/2022,Romance,Serve the People, Korean, 인민을 위해 복무하라,135691346.8,242891346.8,62, Released
107200000,US,04-07-2023,Crime,Gangs of Lagos, English,Gangs of Lagos,847332207,954532207,50, Released
107200000,US,09-06-2022,Documentary,Get Smart With Money, English,Get Smart With Money,340351505.2,447551505.2,62, Released
107200000,US,11/30/2021,War,Operation Overlord, English,Operation Overlord,294925768.6,402125768.6,62, Released
1073000,US,02/18/1938,"Comedy, Romance",Bringing Up Baby, English,Bringing Up Baby,69436954.8,70509954.8,76, Released
107300000,MX,08/18/2022,"Thriller, Horror",Sonríe," Spanish, Castilian",Sonríe,793623384.4,900923384.4,43, Released
107400000,JP,03-12-1988,"Action, Animation, Fantasy",Saint Seiya: The Heated Battle of the Gods, Japanese, 聖闘士星矢 神々の熱き戦い,335134509.4,442534509.4,75, Released
107400000,JP,11/27/2015,"Animation, Action, Thriller",Ajin: Demi-Human – Compel, Japanese, 亜人　第１部「衝動」,424022529.6,531422529.6,72, Released
107400000,US,02-05-2014,Science Fiction,Halo: Nightfall, English,Halo: Nightfall,386885798.8,494285798.8,70, Released
107400000,US,03-11-2022,"Horror, Comedy",Deadstream, English,Deadstream,253587353.8,360987353.8,64, Released
107600000,JP,12/19/2015,"Action, Animation, Adventure, Comedy, Fantasy",One Piece: Adventure of Nebulandia, Japanese, ONE PIECE 〜アドベンチャー オブ ネブランディア〜,663638750.4,771238750.4,77, Released
107600000,MX,02-09-2022,"Comedy, Family, Romance",What a Father!," Spanish, Castilian", ¡Qué despadre!,925852894,1033452894,83, Released
107600000,PL,05/14/1984,"Science Fiction, Adventure, Comedy",Sexmission, Polish, Seksmisja,613817246.2,721417246.2,73, Released
10769016,AU,06-07-2019,Drama,Pain and Glory," Spanish, Castilian", Dolor y gloria,26590673,37359689,74, Released
10770000,US,12-07-2018,Action,All the Devil's Men, English,All the Devil's Men,-10704171,65829,59, Released
107700000,AU,05/19/2022,"Action, Thriller",Last Seen Alive, English,Last Seen Alive,169237185.8,276937185.8,66, Released
10778400,ES,08/25/2017,"Animation, Adventure, Comedy, Family",Tad the Lost Explorer and the Secret of King Midas," Spanish, Castilian", Tadeo Jones 2: El secreto del rey Midas,23378560,34156960,66, Released
107800000,AU,03/18/2021,"Thriller, Crime, Drama",Crisis, English,Crisis,381036200.2,488836200.2,64, Released
107800000,AU,04/23/1964,"Comedy, Drama, Music, Romance",Viva Las Vegas, English,Viva Las Vegas,314411450.6,422211450.6,63, Released
107800000,DE,05-02-1979,"Drama, History, War",The Tin Drum, German, Die Blechtrommel,396322475.8,504122475.8,69, Released
107800000,FR,10/26/2005,"Romance, Comedy",How Much Do You Love Me?, French, Combien tu m'aimes ?,652398381.4,760198381.4,57, Released
107800000,HK,08/17/1984,"Romance, Action, Comedy, Crime",Wheels on Meals, Cantonese, 快餐車,470453582,578253582,69, Released
107800000,KR,07-10-2017,Romance,The Day of Swapping, Korean, 스와핑 하던 날,664571713,772371713,49, Released
107800000,US,10/14/2020,"Documentary, Music",BLACKPINK: Light Up the Sky, Korean, 블랙핑크: 세상을 밝혀라,467259686,575059686,83, Released
107900000,JP,08/22/2015,"Animation, Romance, Science Fiction",Date A Live: Mayuri Judgment, Japanese, 劇場版 デート・ア・ライブ 万由里ジャッジメント,581037658.6,688937658.6,79, Released
10800000,AU,10/23/2008,"Horror, Thriller, Crime",Saw V, English,Saw V,107409778,118209778,62, Released
108000000,AU,09/30/2015,"Drama, Adventure, Science Fiction",The Martian, English,The Martian,545609107,653609107,77, Released
108000000,AU,11/24/1945,"Drama, Romance",Brief Encounter, English,Brief Encounter,865912359,973912359,78, Released
108000000,FR,12-08-1965,"Comedy, Crime, Adventure, Fantasy",Fantomas Unleashed, French, Fantômas se déchaîne,504271907.6,612271907.6,68, Released
108000000,GB,02-06-2017,"Fantasy, Mystery, Thriller, Drama",The 9th Life of Louis Drax, English,The 9th Life of Louis Drax,305080320.2,413080320.2,64, Released
108000000,JP,10/24/2009,"Drama, Comedy, Romance",I Give My First Love to You, Japanese, 僕の初恋をキミに捧ぐ,607993426.6,715993426.6,74, Released
108000000,KR,07-10-2020,"Drama, Romance",The World of Adultery, Korean, 불륜의 세계,865912359,973912359,78, Released
108000000,KR,11-09-2020,"Drama, Romance",Adultery Alumni Association 3, Korean, 불륜 동창회3,865912359,973912359,78, Released
108000000,TR,11/15/2013,"Drama, Romance",Water and Fire, Turkish, Su ve Ateş,865912359,973912359,78, Released
108000000,US,02/15/2014,"Family, Animation",Barbie: The Pearl Princess, English,Barbie: The Pearl Princess,425517647.6,533517647.6,69, Released
108000000,US,02/18/2022,"Drama, Crime",Ted K, English,Ted K,123592198.6,231592198.6,62, Released
108000000,US,02-04-2022,"Action, Crime, Thriller",Last Looks, English,Last Looks,325688790,433688790,60, Released
108000000,US,03-09-2004,"Adventure, Animation, Comedy, Drama, Family",Winnie the Pooh: Springtime with Roo, English,Winnie the Pooh: Springtime with Roo,146948951.2,254948951.2,67, Released
108000000,US,04/25/2015,"Action, Horror",Lake Placid vs. Anaconda, English,Lake Placid vs. Anaconda,343155000,451155000,52, Released
108000000,US,04-12-1987,"Drama, Thriller, TV Movie, War",Escape from Sobibor, English,Escape from Sobibor,317312325.8,425312325.8,73, Released
108000000,US,08/24/2009,"Action, Adventure, Animation, Family, Science Fiction",Bionicle: The Legend Reborn, English,Bionicle: The Legend Reborn,427664841.4,535664841.4,58, Released
108000000,US,10-04-2016,"Family, Animation",Barbie & Her Sisters in a Puppy Chase, English,Barbie & Her Sisters in a Puppy Chase,425517647.6,533517647.6,69, Released
108000000,US,11-08-1985,"Comedy, Horror",Transylvania 6-5000, English,Transylvania 6-5000,395970573.4,503970573.4,55, Released
108000000,US,12-03-2013,"Action, Adventure, Animation, Family",Iron Man & Hulk: Heroes United, English,Iron Man & Hulk: Heroes United,427664841.4,535664841.4,58, Released
108144000,AU,11/17/2020,"Animation, Family, Adventure, Comedy, Science Fiction, Action, TV Movie",LEGO Star Wars Holiday Special, English,LEGO Star Wars Holiday Special,316226509.4,424370509.4,67, Released
108200000,AU,04/28/2022,"Drama, Romance",Wheel of Fortune and Fantasy, Japanese, 偶然と想像,296844027.8,405044027.8,69, Released
108200000,AU,09-10-2021,Thriller,The Voyeurs, English,The Voyeurs,97809040.80000001,206009040.8,67, Released
108200000,AU,10-10-2019,Thriller,Fractured, English,Fractured,97809040.80000001,206009040.8,67, Released
108200000,FR,03/16/1967,"Comedy, Crime, Adventure, Fantasy",Fantomas vs. Scotland Yard, French, Fantômas contre Scotland Yard,281168281.6,389368281.6,67, Released
108200000,FR,06/24/2015,"Drama, Romance",One Wild Moment, French, Un moment d'égarement,88720944.4,196920944.4,58, Released
108200000,JP,07/28/2017,"Drama, Romance",Let Me Eat Your Pancreas, Japanese, 君の膵臓をたべたい,296844027.8,405044027.8,69, Released
108200000,KR,10/30/2014,"Drama, Romance",Love Affair, Korean, 정사,88720944.4,196920944.4,58, Released
108200000,US,01/21/2001,"Drama, Romance",Lost and Delirious, English,Lost and Delirious,296844027.8,405044027.8,69, Released
108200000,US,03-04-2022,Thriller,Huda's Salon, Arabic, صالون هدى,97809040.80000001,206009040.8,67, Released
108200000,US,05-04-2010,"Documentary, Horror",Never Sleep Again: The Elm Street Legacy, English,Never Sleep Again: The Elm Street Legacy,254464416.2,362664416.2,79, Released
108400000,DE,02-09-2022,Horror,The Privilege, German, Das Privileg - Die Auserwählten,110036574.80000001,218436574.8,51, Released
108400000,ES,02-10-2023,Horror,The Communion Girl," Spanish, Castilian", La niña de la comunión,110036574.80000001,218436574.8,51, Released
108400000,KR,12/25/2012,"Action, Drama",The Tower, Korean, 타워,657557562.2,765957562.2,70, Released
108400000,US,01-06-2006,"TV Movie, Family, Comedy, Adventure",Drake & Josh Go Hollywood, English,Drake & Josh Go Hollywood,447575063.6,555975063.6,71, Released
108400000,US,03/28/2000,"Horror, Comedy",Leprechaun in the Hood, English,Leprechaun in the Hood,50676352,159076352,50, Released
108400000,US,04-07-2015,Horror,Always Watching: A Marble Hornets Story, English,Always Watching: A Marble Hornets Story,110036574.80000001,218436574.8,51, Released
108400000,US,10/15/2020,Horror,Butchers, English,Butchers,110036574.80000001,218436574.8,51, Released
108400000,US,12/18/2020,"Action, Drama",In Full Bloom, English,In Full Bloom,657557562.2,765957562.2,70, Released
10860000,JP,04/18/2015,"Crime, Animation, Adventure, Mystery",Detective Conan: Sunflowers of Inferno, Japanese, 名探偵コナン 業火の向日葵,32140000,43000000,61, Released
108600000,FR,05-09-2012,"Comedy, Drama",Sexual Chronicles of a French Family, French, Chroniques sexuelles d'une famille d'aujourd'hui,430581833,539181833,49, Released
108600000,JP,04/15/2006,"Comedy, Animation",Crayon Shin-chan: The Legend Called: Dance! Amigo!, Japanese, クレヨンしんちゃん 伝説を呼ぶ 踊れ！アミーゴ！,345730438.8,454330438.8,71, Released
10880000,US,09-04-2009,"Action, Drama, Horror, Science Fiction, Thriller",Carriers, English,Carriers,-5077578,5802422,61, Released
108800000,IT,08/21/1981,"Horror, Science Fiction",Night of the Zombies, Italian, Virus,239800148.39999998,348600148.4,54, Released
108800000,US,04-03-2021,"Horror, Science Fiction",Rise of the Mummy, English,Rise of the Mummy,239800148.39999998,348600148.4,54, Released
108800000,US,10-06-2015,Horror,The Ouija Exorcism, English,The Ouija Exorcism,507196146.79999995,615996146.8,44, Released
108800000,US,10-08-1996,Horror,Children of the Corn IV: The Gathering, English,Children of the Corn IV: The Gathering,507196146.79999995,615996146.8,44, Released
108800000,US,12-05-2000,"Adventure, Animation, Drama, Family",The Land Before Time VII: The Stone of Cold Fire, English,The Land Before Time VII: The Stone of Cold Fire,296271923.2,405071923.2,61, Released
10892000,AU,08/29/2019,"Action, Comedy",EXIT, Korean, 엑시트,58609772,69501772,75, Released
109000000,AU,02/21/2002,Drama,Ali, English,Ali,-21316034,87683966,68, Released
109000000,AU,03/30/2023,"Science Fiction, Comedy, Drama",Linoleum, English,Linoleum,564135995.2,673135995.2,68, Released
109000000,AU,03/31/2004,"Comedy, Adventure, Family, Fantasy",The Cat in the Hat, English,The Cat in the Hat,24800000,133800000,53, Released
109000000,AU,08-02-1994,"Animation, Comedy, Family",The Wrong Trousers, English,The Wrong Trousers,553171130.6,662171130.6,77, Released
109000000,AU,11-10-2020,"Comedy, Fantasy, Romance",Blithe Spirit, English,Blithe Spirit,544477685.4,653477685.4,58, Released
109000000,AU,12-01-2021,"Science Fiction, Thriller",Settlers, English,Settlers,556830147,665830147,48, Released
109000000,BR,09/13/2017,"Action, Western",The Killer, Portuguese, O Matador,207205621.39999998,316205621.4,62, Released
109000000,JP,02/25/2012,"Comedy, Horror",Zombie Ass: Toilet of the Dead, Japanese, ゾンビアス,754034975.4,863034975.4,48, Released
109000000,JP,03-04-2022,"Animation, Science Fiction, Adventure",Doraemon: Nobita's Little Star Wars 2021, Japanese, 映画ドラえもん のび太の宇宙小戦争 2021,481124290.79999995,590124290.8,57, Released
109000000,JP,09/23/2021,"Animation, Action, Adventure, Drama, Mystery",Princess Principal Crown Handler: Chapter 2, Japanese, プリンセス・プリンシパル Crown Handler 第2章,583214960.4,692214960.4,73, Released
109000000,JP,12/14/1985,"Drama, Thriller",Beautiful Teacher in Torture Hell, Japanese, 団鬼六 美教師地獄責め,276100558,385100558,57, Released
109000000,US,03-10-2017,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie",Tangled: Before Ever After, English,Tangled: Before Ever After,353483392.8,462483392.8,68, Released
109000000,US,04/18/2008,"Comedy, Horror",Zombie Strippers!, English,Zombie Strippers!,754034975.4,863034975.4,48, Released
109000000,US,04/30/2021,"Thriller, Crime",The Virtuoso, English,The Virtuoso,333834400,442834400,61, Released
109000000,US,08-03-2018,"Drama, Thriller",Billionaire Boys Club, English,Billionaire Boys Club,276100558,385100558,57, Released
109040000,AU,05/29/2009,"Action, Adventure, Animation, War, Science Fiction",The Sky Crawlers, Japanese, スカイ・クロラ,279109760.2,388149760.2,67, Released
109144000,JP,03-11-2006,"Animation, Action",Fist of the North Star: Legend of Raoh - Chapter of Death in Love, Japanese, 真救世主伝説 北斗の拳 ラオウ伝 殉愛の章,196337707.39999998,305481707.4,67, Released
109144000,JP,07/30/2011,"Animation, Action",Chunin Exam on Fire! and Naruto vs. Konohamaru!, Japanese, 炎の中忍試験! ナルトvs木ノ葉丸!!,196337707.39999998,305481707.4,67, Released
109200000,AU,11-01-2022,"Mystery, Thriller, Drama, Science Fiction",The Immaculate Room, English,The Immaculate Room,150890578.4,260090578.4,56, Released
109200000,HK,06-09-1988,"Drama, Crime, Romance",As Tears Go By, Cantonese, 旺角卡門,820278660.8,929478660.8,70, Released
109200000,JP,09/29/2007,"Action, Animation, History",Sword of the Stranger, Japanese, ストレンヂア -無皇刃譚-,613894904,723094904,76, Released
109200000,MX,02/15/2021,"Animation, Comedy, Fantasy, Adventure, Family",Legend Quest: The Origin," Spanish, Castilian", Las Leyendas: El Origen,619182406.2,728382406.2,83, Released
109400000,US,09/14/2010,"Animation, Comedy, Family, Mystery",Scooby-Doo! Camp Scare, English,Scooby-Doo! Camp Scare,980754232,1090154232,80, Released
109400000,US,11/25/2012,"Comedy, Family, TV Movie",Home Alone: The Holiday Heist, English,Home Alone: The Holiday Heist,664914338.4,774314338.4,52, Released
10951000,KR,05-12-2016,"Horror, Mystery",The Wailing, Korean, 곡성,38900770,49851770,73, Released
109600000,AU,10-12-2018,"Horror, Mystery, Thriller, Drama",Apostle, English,Apostle,399488123,509088123,61, Released
109600000,GB,05/28/2018,"Action, Adventure, History",The Lost Viking, English,The Lost Viking,481259548.20000005,590859548.2,64, Released
109600000,KR,12-05-2013,"Romance, Drama, Comedy",Love Lesson, Korean, 화려한 외출,410831822.2,520431822.2,60, Released
109600000,US,07-01-2022,"Romance, Drama, Comedy",Persuasion, English,Persuasion,410831822.2,520431822.2,60, Released
109700000,JP,01/21/2011,"Drama, Thriller, Horror, Mystery",Guilty of Romance, Japanese, 恋の罪,241833956.8,351533956.8,70, Released
109800000,KR,03-09-2018,Romance,Young Mother-in-Law, Korean, 젊은장모,1045301096,1155101096,90, Released
109800000,KR,04-03-2020,"Drama, Romance",Young Mother 5, Korean, 젊은엄마 5,247694447.2,357494447.2,51, Released
109800000,US,11-07-2017,"Drama, Romance",Feels Like Euphoria, English,Feels Like Euphoria,247694447.2,357494447.2,51, Released
110000,US,02-08-1915,"Drama, History, War",The Birth of a Nation, English,The Birth of a Nation,10890000,11000000,61, Released
1100000,AU,03/19/1986,"Fantasy, Horror",Troll, English,Troll,4350815,5450815,49, Released
1100000,AU,03/22/2012,"Action, Thriller, Crime",The Raid, Indonesian, Serbuan maut,8048519,9148519,74, Released
1100000,AU,03-09-1972,"Adventure, Science Fiction",Silent Running, English,Silent Running,-1100000,0,64, Released
1100000,AU,03-10-2005,"Action, Thriller",Ong Bak: Muay Thai Warrior, Thai, องค์บาก,19012926,20112926,71, Released
1100000,AU,07/30/2009,"Horror, Thriller",Lake Mungo, English,Lake Mungo,-1100000,0,62, Released
1100000,AU,11-02-2005,"Horror, Thriller",Wolf Creek, English,Wolf Creek,27905064,29005064,62, Released
1100000,US,02-08-1980,Horror,The Fog, English,The Fog,20345868,21445868,67, Released
1100000,US,10/14/2005,"Horror, Thriller",The Fog, English,The Fog,20345868,21445868,45, Released
11000000,AU,01/16/2014,"Drama, Music",Inside Llewyn Davis, English,Inside Llewyn Davis,21943247,32943247,72, Released
11000000,AU,01/21/1982,Comedy,History of the World: Part I, English,History of the World: Part I,20672000,31672000,68, Released
11000000,AU,01/25/2018,Drama,"I, Tonya", English,"I, Tonya",42797409,53797409,75, Released
11000000,AU,01/27/2011,Drama,The Fighter, English,The Fighter,118262388,129262388,74, Released
11000000,AU,01/30/2003,"Drama, Thriller, Crime",Frailty, English,Frailty,8947280,19947280,70, Released
11000000,AU,02/18/2019,Comedy,Fighting with My Family, English,Fighting with My Family,28055536,39055536,69, Released
11000000,AU,02/28/1996,Drama,Dead Man Walking, English,Dead Man Walking,72088295,83088295,74, Released
11000000,AU,03/20/2020,Drama,The Banker, English,The Banker,-8010000,2990000,76, Released
11000000,AU,03/26/1992,"Drama, Comedy",Fried Green Tomatoes, English,Fried Green Tomatoes,70204830,81204830,77, Released
11000000,AU,03/31/1999,"Drama, Romance",Cruel Intentions, English,Cruel Intentions,65238901,76238901,68, Released
11000000,AU,03-05-2009,"Family, Adventure, Drama",The Secret Life of Bees, English,The Secret Life of Bees,28994347,39994347,75, Released
11000000,AU,04/22/1993,"Fantasy, Horror, Comedy",Army of Darkness, English,Army of Darkness,10502976,21502976,73, Released
11000000,AU,05/21/1992,"Comedy, Crime",My Cousin Vinny, English,My Cousin Vinny,41929168,52929168,75, Released
11000000,AU,05/21/2015,Drama,Woman in Gold, English,Woman in Gold,47586407,58586407,73, Released
11000000,AU,05/22/2003,Thriller,Phone Booth, English,Phone Booth,86837138,97837138,68, Released
11000000,AU,05-05-1966,"Drama, Romance, War",Doctor Zhivago, English,Doctor Zhivago,101040388,112040388,76, Released
11000000,AU,05-08-2014,Comedy,Chef, English,Chef,34967935,45967935,71, Released
11000000,AU,06/14/1990,"Comedy, Music, Romance",Cry-Baby, English,Cry-Baby,-2733657,8266343,66, Released
11000000,AU,06/26/1994,"Romance, Drama",What's Eating Gilbert Grape, English,What's Eating Gilbert Grape,-1829786,9170214,77, Released
11000000,AU,06/27/2002,"Drama, Romance",A Walk to Remember, English,A Walk to Remember,35060861,46060861,77, Released
11000000,AU,07/23/2015,"Drama, Crime",Mr. Holmes, English,Mr. Holmes,18355203,29355203,65, Released
11000000,AU,07/26/2012,"Drama, Comedy, Romance",LOL, English,LOL,-522494,10477506,61, Released
11000000,AU,07-02-1981,"Adventure, Fantasy",Excalibur, English,Excalibur,23967437,34967437,70, Released
11000000,AU,08/27/2014,Drama,If I Stay, English,If I Stay,67356170,78356170,74, Released
11000000,AU,08-10-2017,"Crime, Drama, Mystery, Thriller",Wind River, English,Wind River,33984979,44984979,74, Released
11000000,AU,09/25/1986,Comedy,Ruthless People, English,Ruthless People,60600000,71600000,66, Released
11000000,AU,09-02-2015,Action,Tracers, English,Tracers,-10406317,593683,60, Released
11000000,AU,09-04-2008,"Comedy, Drama, Romance",Welcome to the Sticks, French, Bienvenue chez les ch'tis,234144417,245144417,67, Released
11000000,AU,10/18/2019,Horror,Eli, English,Eli,-11000000,0,60, Released
11000000,AU,10/20/2015,"Romance, Drama",Brooklyn, English,Brooklyn,51076141,62076141,73, Released
11000000,AU,10/22/2009,"Horror, Mystery",Saw VI, English,Saw VI,58752402,69752402,63, Released
